ID	TEXT	INTENT
15663	What is the temperature supposed to be tomorrow?	weather/find
15664	How hot is it out?	weather/find
15665	Check the weather	weather/find
15666	What is the real feel temp	weather/find
15667	Snooze alarm  now	alarm/snooze_alarm
15668	should i dress for the cold 	weather/find
15669	Set an alarm for every hour for the next 10 hours. 	alarm/set_alarm
15670	Please remind me to pick up my dry cleaning tomorrow.	reminder/set_reminder
15671	what are all my alarms	alarm/show_alarms
15672	is it going to rain this weekend	weather/find
15673	Show all reminders	reminder/show_reminders
15674	How much snow are they calling for?	weather/find
15675	Tell me the weather	weather/find
15676	Should I take an umbrella	weather/find
15677	Show me the current alarms.	alarm/show_alarms
15678	repeat this reminder weekly.	reminder/set_reminder
15679	Remind to buy my recipe book during my lunch.	reminder/set_reminder
15680	remind me to buy whiskey for party tonight	reminder/set_reminder
15681	will it rain tonight 	weather/find
15682	How much snow will we get?	weather/find
15683	GIVE ME THE WEATHER FOR PALM SPRINGS	weather/find
15684	is it icy outside	weather/find
15685	will I need rain boots next week	weather/find
15686	Remind me to pick up stamps	reminder/set_reminder
15687	How many inches of snow are supposed to fall?	weather/find
15688	wind speed right now	weather/find
15689	Turn on all alarms	alarm/set_alarm
15690	delete alarm at 7:57pm	alarm/cancel_alarm
15691	how much longer i left on the alarm	alarm/time_left_on_alarm
15692	Set an alarm for an hour.	alarm/set_alarm
15693	remind me to send a payment this Wednesday	reminder/set_reminder
15694	Remind me to call Rosa this afternoon	reminder/set_reminder
15695	How long until the current alarm goes off?	alarm/time_left_on_alarm
15696	Will it be sunny today?	weather/find
15697	Will I use a raincoat today?	weather/find
15698	How many alarms do i have coming up	alarm/show_alarms
15699	Do I need to wear sunscreen today?	weather/find
15700	Do I need an umbrella today	weather/find
15701	Remind me to get water	reminder/set_reminder
15702	Will I need a coat?	weather/find
15703	is there a 50% chance of rain today?	weather/find
15704	What is sunday's high?	weather/find
15705	cancel next reminder	reminder/cancel_reminder
15706	Snooze alarm.	alarm/snooze_alarm
15707	Is it going to snow in Atlanta this week?	weather/find
15708	cancel netflix reminder	reminder/cancel_reminder
15709	are there any severe alerts for the area?	weather/find
15710	any rain in the forecast	weather/find
15711	Should I bring a rain jacket to work today	weather/find
15712	Do i need an umbrella?	weather/find
15713	please set an alarm for 4:25P.M on thursday	alarm/set_alarm
15714	will the temperatures be very hot this summer?	weather/find
15715	snooze alarm	alarm/snooze_alarm
15716	is it going to rain tomorrow morning	weather/find
15717	What time is it going to rain?	weather/find
15718	remind me to pick up laundry	reminder/set_reminder
15719	remind me to mail kathy the book tomorrow	reminder/set_reminder
15720	Is it going to rain tomorrow?	weather/find
15721	What time is the snow supposed to start?	weather/find
15722	remind me to pick up groceries	reminder/set_reminder
15723	Cancel my gym reminder	reminder/cancel_reminder
15724	Snooze my alarm	alarm/snooze_alarm
15725	will it snow this week	weather/find
15726	Will it be sunny?	weather/find
15727	remind me to call mom	reminder/set_reminder
15728	will there be a breeze today	weather/find
15729	Are we expecting rain this month?	weather/find
15730	Are there any hurricanes near me?	weather/find
15731	set alarm for 10 am	alarm/set_alarm
15732	what is the weather like today	weather/find
15733	What is the low tonight? 	weather/find
15734	Remind me to set alarm at 9pm	reminder/set_reminder
15735	remind me to call mom tonight	reminder/set_reminder
15736	Set alarm every 15 minutes for the next hour.	alarm/set_alarm
15737	set an alarm for 3 minutes	alarm/set_alarm
15738	Cancel all alarms.	alarm/cancel_alarm
15739	Put a snooze option on that 7am alarm	alarm/snooze_alarm
15740	How much rain will Washington get next week?	weather/find
15741	Do I need a  umbrella? 	weather/find
15742	Will is rain today	weather/find
15743	show reminders for tomorrow	reminder/show_reminders
15744	What is the percentage of rain today	weather/find
15745	Any alarms set for after 12 pm?	alarm/show_alarms
15746	"Please set a reminder for 1 PM on Tuesday for Tyler's ""Meet the Teacher"" at his school."	reminder/set_reminder
15747	What's the weather like in the West Coast in September	weather/find
15748	delete all reminders for today	reminder/cancel_reminder
15749	Is it snowing anywhere in the USA tonight?	weather/find
15750	Set a reminder to pick up shampoo tomorrow evening	reminder/set_reminder
15751	Set new alarm for job interview this Tuesday	alarm/set_alarm
15752	How about the temperature today?	weather/find
15753	change alarm for 8:55 PM tonight	alarm/modify_alarm
15754	What are my current reminders	reminder/show_reminders
15755	delete the remaining reminders for this week	reminder/cancel_reminder
15756	Set alarm for 8 AM tomorrow morning.	alarm/set_alarm
15757	is there rain in dallas right now	weather/find
15758	shut off alarm only for friday	alarm/cancel_alarm
15759	long range forecast for this winter	weather/find
15760	Tell me the latest in the weather.	weather/find
15761	Is it going to snow today?	weather/find
15762	How hot is it for the highs today	weather/find
15763	is it going to be windy today	weather/find
15764	Remind me to run my reports every Monday	reminder/set_reminder
15765	Will today be extremely hot?	weather/find
15766	When is it going to rain next?	weather/find
15767	turn off all alarms	alarm/cancel_alarm
15768	Set a reminder for my hair appointment on Friday.	reminder/set_reminder
15769	is it cold in wisconsin	weather/find
15770	I need the weather forecast	weather/find
15771	Set alarm for eight am tomorrow.	alarm/set_alarm
15772	remind me to pick up kids at 6	reminder/set_reminder
15773	The eclipse is next Monday. Is it going to be cloudy?	weather/find
15774	cancel the newest alarm	alarm/cancel_alarm
15775	How windy is it today 	weather/find
15776	Is it snowing in Vermont today?	weather/find
15777	how hot is it	weather/find
15778	What will be the temperature in Hawaii this weekend?	weather/find
15779	at 8pm tonight remind me to submit my appen hours	reminder/set_reminder
15780	Set alarm every 10 minutes of my timer.	alarm/set_alarm
15781	Will it snow today	weather/find
15782	no more alarms, please	alarm/cancel_alarm
15783	pull up my reminders	reminder/show_reminders
15784	cancel the reminder about the dentist	reminder/cancel_reminder
15785	remind me i have work at 5pm today	reminder/set_reminder
15786	Set an alarm for 4 am.	alarm/set_alarm
15787	set reminder to set house alarm whenever I leave my home	reminder/set_reminder
15788	next dust storm in chandler	weather/find
15789	what is the high in AZ today	weather/find
15790	What's the expected rainfall?	weather/find
15791	What in the chance of rain today?	weather/find
15792	I need to be up in 6 hours. 	alarm/set_alarm
15793	Cancel my reminder to buy light cream at Shop Rite tonight.	reminder/cancel_reminder
15794	display today's reminders	reminder/show_reminders
15795	How many degrees is it right now?	weather/find
15796	Any storms in the forecast this week?	weather/find
15797	I need to know if rain is in the forecast.	weather/find
15798	will it be hotter this weekend than it is today?	weather/find
15799	Show all alarms set	alarm/show_alarms
15800	Is there rain in the forecast for Los Angeles on Friday	weather/find
15801	snow today?	weather/find
15802	Cancel my reminder to clean the house.	reminder/cancel_reminder
15803	Delete reminder for Macy's tomorrow at 10 am	reminder/cancel_reminder
15804	Set an alarm for 7 am and every half hour after until 10	alarm/set_alarm
15805	Is there supposed to be flooding later today?	weather/find
15806	What are the reminders for tomorrow?	reminder/show_reminders
15807	Turn all alarms on.	alarm/set_alarm
15808	Remind me to water the plants tomorrow at 7:00pm.	reminder/set_reminder
15809	weather in san antonio	weather/find
15810	cancel my order reminder	reminder/cancel_reminder
15811	disable all my alarms	alarm/cancel_alarm
15812	please remind me to call doctor tomorrow	reminder/set_reminder
15813	how long will the rain last	weather/find
15814	What is the weather going to be for the Eclipse on the 21st	weather/find
15815	How cold is it going to get tonight?	weather/find
15816	Cancel alarm for Saturday morning	alarm/cancel_alarm
15817	New Alarm	alarm/set_alarm
15818	How long before my alarm goes off?	alarm/time_left_on_alarm
15819	weather predictions for San Francisco next week.	weather/find
15820	should i wear shorts?	weather/find
15821	Set an alarm every 2 weeks at 5pm on Friday	alarm/set_alarm
15822	Set alarm for an hour from now	alarm/set_alarm
15823	What will the temperature be over the weekend?	weather/find
15824	The kids need to go to bed at 800 pm sharp tonight so set the alarm to remind them	alarm/set_alarm
15825	Let me know if it's going to rain	weather/find
15826	repeat this alarm every week day	alarm/modify_alarm
15827	Is it going to be sunny all day?	weather/find
15828	Should I carry a jacket today?	weather/find
15829	What is the weather in Phoenix like?	weather/find
15830	Remind me to go to work tomorrow	reminder/set_reminder
15831	What is the temperature right now	weather/find
15832	How much time is left on the alarm?	alarm/time_left_on_alarm
15833	Check the weather	weather/find
15834	Snooze alarm for 15 minutes	alarm/snooze_alarm
15835	how hot is it going to get this afternoon	weather/find
15836	snooze now	alarm/snooze_alarm
15837	Set a reminder for early release every wednesday.	reminder/set_reminder
15838	delete my alarm for tomorrow	alarm/cancel_alarm
15839	will it rain in San Diego this week	weather/find
15840	Set a reminder to do my work at 8pm.	reminder/set_reminder
15841	What's the weather today?	weather/find
15842	What is the high tomorrow?	weather/find
15843	Remind me to buy milk at the grocery store tonight	reminder/set_reminder
15844	Set multiple alarms, every 10 minutes for 2 hours. 	alarm/set_alarm
15845	Is it going to rain tonight?	weather/find
15846	what is the temperature outside	weather/find
15847	Can I wear short sleeves?	weather/find
15848	Is it suppose to rain tomorrow?	weather/find
15849	What is the temperature right now	weather/find
15850	What's the weather like in Houston today?	weather/find
15851	Remind me to get more stamps	reminder/set_reminder
15852	it is going to be sunny today	weather/find
15853	Set new alarm for 12 noon	alarm/set_alarm
15854	Set an alarm for every 5 minutes for an hour	alarm/set_alarm
15855	Set alarm for one hour before party	alarm/set_alarm
15856	Will it rain today?	weather/find
15857	Is there rain in the forecast this week?	weather/find
15858	Will I need a jacket tomorrow?	weather/find
15859	remind me of my appt	reminder/set_reminder
15860	set an alarm for 3 am	alarm/set_alarm
15861	What is the expected rainfall in southern Louisiana in the next seven days.	weather/find
15862	what are my reminders for today	reminder/show_reminders
15863	Is it going to be hot today?	weather/find
15864	is it snowing in copenhagen	weather/find
15865	Cancel all alarms.	alarm/cancel_alarm
15866	set an alarm for 3 hours from now	alarm/set_alarm
15867	What percent of thunderstorms are expected in Brooks, Kentucky today?	weather/find
15868	Snooze the alarm for 5 minutes.	alarm/snooze_alarm
15869	Set an alarm for 11AM	alarm/set_alarm
15870	Show me weather in Honduras for the next week	weather/find
15871	What's the lowest of the week?	weather/find
15872	cancel all weekend alarms	alarm/cancel_alarm
15873	Cancel my alarm for tomorrow.	alarm/cancel_alarm
15874	how much time until school alarm	alarm/time_left_on_alarm
15875	3-day forecast	weather/find
15876	Turn on alarm for 7:00am Tuesday.	alarm/set_alarm
15877	Do I need a jacket today?	weather/find
15878	Do I need snow boots?	weather/find
15879	what is the current temperature?	weather/find
