ID	TEXT	INTENT	SLOTS
8110	which cinema is playing das ende – assault on precinct 13	SearchScreeningEvent	O B-object_location_type O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name
8111	find the flying ace	SearchScreeningEvent	O B-movie_name I-movie_name I-movie_name
8112	book a restaurant for nine in south sudan	BookRestaurant	O O B-restaurant_type O B-party_size_number O B-country I-country
8113	give mistborn: the well of ascension four out of 6	RateBook	O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating
8114	add happy holidays to my playlist called it s ok to like jazz	AddToPlaylist	O B-entity_name I-entity_name O B-playlist_owner O O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist
8115	what films are at the closest movie theatre	SearchScreeningEvent	O B-movie_type O O O B-spatial_relation B-object_location_type I-object_location_type
8116	find movies in the neighbourhood with movie times	SearchScreeningEvent	O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation O B-object_type I-object_type
8117	rate this novel 5 out of 6 stars	RateBook	O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit
8118	find the watcher at united paramount theatres	SearchScreeningEvent	O B-movie_name I-movie_name O B-location_name I-location_name I-location_name
8119	the previous textbook is a 3	RateBook	O B-object_select B-object_type O O B-rating_value
8120	where is boo to you too winnie the pooh playing	SearchScreeningEvent	O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O
8121	give the englishman of the bones 2 stars out of 6	RateBook	O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit O O B-best_rating
8122	add xsuie in your favorite coffeehouse	AddToPlaylist	O B-entity_name O B-playlist I-playlist I-playlist
8123	please provide the rainbow mars series a zero out of 6 points	RateBook	O O O B-object_name I-object_name B-object_part_of_series_type O B-rating_value O O B-best_rating B-rating_unit
8124	play a chant from 1978	PlayMusic	O O B-music_item O B-year
8125	what s the weather in south hill	GetWeather	O O O O O B-city I-city
8126	what is the loco weather forecast	GetWeather	O O O B-city O O
8127	i would rate coming through slaughter a four out of 6	RateBook	O O O B-object_name I-object_name I-object_name O B-rating_value O O B-best_rating
8128	pull up mafia: the city of lost heaven	SearchCreativeWork	O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name
8129	add norma jean to my pure rock & roll playlist	AddToPlaylist	O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O
8130	i am giving this current textbook zero out of 6 stars	RateBook	O O O O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit
8131	what is the weather starting at 11:47:52 for south africa	GetWeather	O O O O O O B-timeRange O B-country I-country
8132	find the closest cinema playing little red monkey	SearchScreeningEvent	O O B-spatial_relation B-object_location_type O B-movie_name I-movie_name I-movie_name
8133	rate the desert column 3 out of 6	RateBook	O B-object_name I-object_name I-object_name B-rating_value O O B-best_rating
8134	find a trailer called just say noël	SearchCreativeWork	O O B-object_type O B-object_name I-object_name I-object_name
8135	play some nineties chant music from nicoleta nicola	PlayMusic	O O B-year B-music_item O O B-artist I-artist
8136	add see me now to my enamorándose playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist O
8137	find the nearest movie house with pirates of the 20th century	SearchScreeningEvent	O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name
8138	play a paul davis melody	PlayMusic	O O B-artist I-artist B-music_item
8139	i d like to eat at an outdoor restaurant	BookRestaurant	O O O O O O O B-facility B-restaurant_type
8140	what is the temperate in beltsville	GetWeather	O O O O O B-city
8141	what movies are playing at the nearest cinema	SearchScreeningEvent	O B-movie_type O O O O B-spatial_relation B-object_location_type
8142	play the top-twenty margaret becker songs with google music	PlayMusic	O O B-sort B-artist I-artist O O B-service I-service
8143	rate this novel a 4	RateBook	O B-object_select B-object_type O B-rating_value
8144	show me happiness was free	SearchCreativeWork	O O B-object_name I-object_name I-object_name
8145	book a restaurant for me valarie and caroline in 56 weeks in soldier pond	BookRestaurant	O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description I-party_size_description B-timeRange I-timeRange I-timeRange O B-city I-city
8146	will it be cold in carnot or	GetWeather	O O O B-condition_temperature O B-city B-state
8147	i would give this chronicle 0 stars	RateBook	O O O B-object_select B-object_part_of_series_type B-rating_value B-rating_unit
8148	i d like to watch movies at the nearest movie house	SearchScreeningEvent	O O O O O B-movie_type O O B-spatial_relation B-object_location_type I-object_location_type
8149	is the suicide shop playing at southern theatres	SearchScreeningEvent	O B-movie_name I-movie_name I-movie_name O O B-location_name I-location_name
8150	what is the forecast for here and now	GetWeather	O O O O O B-current_location O B-timeRange
8151	i give this essay 0 of 6 stars	RateBook	O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit
8152	find me the movie with the title of twitches	SearchCreativeWork	O O O B-object_type O O O O B-object_name
8153	play me track september gouden roos by artist daedelus	PlayMusic	O O B-music_item B-track I-track I-track O O B-artist
8154	what are the movie schedules for the caribbean cinemas	SearchScreeningEvent	O O O B-object_type I-object_type O O B-location_name I-location_name
8155	please play some music for me on netflix	PlayMusic	O O O O O O O B-service
8156	will there be a storm six weeks from now in albania	GetWeather	O O O O B-condition_description B-timeRange I-timeRange I-timeRange I-timeRange O B-country
8157	will it get windy this week-end in selva jedediah smith	GetWeather	O O O B-condition_description B-timeRange I-timeRange O B-geographic_poi I-geographic_poi I-geographic_poi
8158	i need a schedule for the cinema that is showing the shiralee	SearchScreeningEvent	O O O B-object_type O O B-object_location_type O O O B-movie_name I-movie_name
8159	i need a reservation for a party of three maybe a gastropub that sells steak	BookRestaurant	O O O O O O O O B-party_size_number O O B-restaurant_type O O B-served_dish
8160	add atticus ross to the playlist electrosafari	AddToPlaylist	O B-artist I-artist O O O B-playlist
8161	will you show me a schedule for movies around here	SearchScreeningEvent	O O O O O B-object_type O B-movie_type B-spatial_relation I-spatial_relation
8162	book an outdoor restaurant	BookRestaurant	O O B-facility B-restaurant_type
8163	is it going to be chillier in saint augustine wy on may 3rd	GetWeather	O O O O O B-condition_temperature O B-city I-city B-state O B-timeRange I-timeRange
8164	what is the weather in deeth	GetWeather	O O O O O B-city
8165	book a restaurant for me and my mother in law in montserrat	BookRestaurant	O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-country
8166	how can i see the tv series mothstorm	SearchCreativeWork	O O O O O B-object_type I-object_type B-object_name
8167	what is it like on 7/10/2023 in the current place	GetWeather	O O O O O B-timeRange O O B-current_location I-current_location
8168	sort eighties ep from the last	PlayMusic	O B-year B-music_item O O B-sort
8169	include dschiwan gasparjan in beth s rare groove playlist	AddToPlaylist	O B-artist I-artist O B-playlist_owner I-playlist_owner B-playlist I-playlist O
8170	show me the trailer a self made hero	SearchCreativeWork	O O O B-object_type B-object_name I-object_name I-object_name I-object_name
8171	book spot at a balinese joint	BookRestaurant	O O O O B-cuisine B-restaurant_type
8172	find animated movies at the nearest movie theatre	SearchScreeningEvent	O B-movie_type I-movie_type O O B-spatial_relation B-object_location_type I-object_location_type
8173	find me the show girl soundtrack	SearchCreativeWork	O O O B-object_name I-object_name B-object_type
8174	add beijing huanying ni to my workday lounge playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O
8175	book a restaurant reservation for my gf and i within walking distance of sondra s university	BookRestaurant	O O B-restaurant_type O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description B-spatial_relation I-spatial_relation I-spatial_relation O B-poi I-poi I-poi
8176	weather for notasulga at elevenses	GetWeather	O O B-city O B-timeRange
8177	can you get me a table at a chicken and waffles joint in new mexico	BookRestaurant	O O O O O O O O B-served_dish I-served_dish I-served_dish B-restaurant_type O B-state I-state
8178	add hopeful to my this is enrique iglesias	AddToPlaylist	O B-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist
8179	let s listen to the most popular marty friedman songs on zvooq	PlayMusic	O O O O O B-sort I-sort B-artist I-artist O O B-service
8180	add sweet black angel to my diarios de bicicleta playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O
8181	find animated movies at the nearest movie theatre	SearchScreeningEvent	O B-movie_type I-movie_type O O B-spatial_relation B-object_location_type I-object_location_type
8182	rate this book 3 of 6 points	RateBook	O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit
8183	play listen to the mocking bird by billy martin on youtube	PlayMusic	O B-track I-track I-track I-track I-track O B-artist I-artist O B-service
8184	please book a restaurant for nine members	BookRestaurant	O O O B-restaurant_type O B-party_size_number O
8185	add a track by bt to my independent music monday playlist	AddToPlaylist	O O B-music_item O B-artist O B-playlist_owner B-playlist I-playlist I-playlist O
8186	plau me the song the french chef	SearchCreativeWork	O O O B-object_type B-object_name I-object_name I-object_name
8187	at thirteen hundred hours what will the weather be on ghana	GetWeather	O B-timeRange B-timeRange B-timeRange O O O O O O B-country
8188	play ep from quasimoto from the nineties	PlayMusic	O B-music_item O B-artist O O B-year
8189	play music from youtube	PlayMusic	O O O B-service
8190	play music on deezer by imogen heap	PlayMusic	O O O B-service O B-artist I-artist
8191	will it get colder in alaska	GetWeather	O O O B-condition_temperature O B-state
8192	can you find me the work titled a little curious	SearchCreativeWork	O O O O O O O B-object_name I-object_name I-object_name
8193	book a table at a brasserie far from my livonia av	BookRestaurant	O O O O O B-restaurant_type B-spatial_relation O O B-poi I-poi
8194	i want to book a restaurant in barbados that serves creole	BookRestaurant	O O O O O B-restaurant_type O B-country O O B-cuisine
